created_at,id,text
2022-07-13 20:40:20+00:00,1547320040650903552,« J’aurais pris la noix de coco et je l’aurais lancé. » bah… de toute façon depuis le premier épisode t’es sur les nerfs… #PekinExpress
2022-07-13 20:40:19+00:00,1547320036456648705,ca va c'est pas pire que l'épreuve des tapis #PekinExpress
2022-07-13 20:40:13+00:00,1547320013979361285,Allez Théo et Anne !! 🙀🙀 #PekinExpress
2022-07-13 20:40:11+00:00,1547320004206624770,Bon plan AMAZON 21 € jeu The Last of Us Part 2 sur PlayStation 4 compatible sur PlayStation 5 👇 #PekinExpress https://t.co/dz6sMhvZmq
2022-07-13 20:40:08+00:00,1547319990168207360,C'est moins pire que l' epreuve avec les tapis lors du dernier Pékin c'était l'enfer #PekinExpress
2022-07-13 20:40:04+00:00,1547319976469594112,Cette épreuve c’est un motif pour abandonner l’émission  #PekinExpress
2022-07-13 20:39:54+00:00,1547319933712957443,Moi au bout de 5 minutes d'épreuve #pekinexpress https://t.co/yzPcVbbtUM
2022-07-13 20:39:53+00:00,1547319928302215170,Théo et Anne en pleine galère #PekinExpress
2022-07-13 20:39:40+00:00,1547319874438963200,"""Doucement… Doucement… Doucement… Doucement…"" INSUPPORTABLEEEEE 😭😂🤣 #InèsReg #Anaïs #PekinExpress 🎒🌍 https://t.co/E1JvDlplTn"
2022-07-13 20:39:38+00:00,1547319865022844928,"Ahah @XavierDomergue a réussi à canaliser @riouyoann ! 
Une médaille pour Xavier 🤣 #PekinExpress"
2022-07-13 20:39:19+00:00,1547319787977691136,@XavierDomergue la tête pensante !!! Strategie parfaite ! La force tranquille #PekinExpress
2022-07-13 20:39:18+00:00,1547319781929488386,On a assuré les fondations dixit Yoann 😂 @riouyoann @XavierDomergue #PekinExpress
2022-07-13 20:39:16+00:00,1547319775168274434,La stratégie de Xavier et Yoann fonctionne bien #PekinExpress
2022-07-13 20:39:16+00:00,1547319774362931202,J'aime bien le groupe d'inconnue  #PekinExpress
2022-07-13 20:39:04+00:00,1547319721581838340,Xavier est incroyable #PekinExpress
2022-07-13 20:38:41+00:00,1547319627105050625,Quel signe astro Xavier ? Comment on peut être aussi calme face à Yoann ? #PekinExpress
2022-07-13 20:38:33+00:00,1547319592636366848,Mais qui trouve drôle Inès Reg ? Vraiment j’ai du passer à côté de son humour  #PekinExpress
2022-07-13 20:38:26+00:00,1547319562550771712,#pekinexpress Valentin il est pas du tout doux toujours mauvaise humeur ce mec 😒
2022-07-13 20:38:20+00:00,1547319536952672258,"Yoann il est grave expressif!! Quand il s'exprime, c'est tout son corps qui parle!😭😭
#PekinExpress"
2022-07-13 20:38:14+00:00,1547319512747343872,"J’comprends pas trop les avis négatifs qu’il y avait sur Ines la semaine dernière… genre certes elle n’est pas incroyablement drôle, mais on sent les good vibes qu’elle dégage, et elle a l’air super gentille! ´fin jsp #PekinExpress"
2022-07-13 20:38:11+00:00,1547319501594791943,"Voilà avec délicatesse, c'est mieux là #PekinExpress"
2022-07-13 20:38:09+00:00,1547319491637530624,Yoann Riou il parle trop ! 😅 #PekinExpress
